u,rho,D,k_s,mu,Re,relative_roughness,Cf
0.010001429844475489,200.0,8.519886731311999,1.1610981051232721e-05,0.001,17042.20988521891,1.3628093209925475e-06,0.30552579391512924
0.02138598171582816,200.0,3.290738743701267,0.0004086644454647516,0.001,14075.135720872524,0.00012418623211793022,0.31500484657861105
0.010553904021554513,200.0,5.1837496897812505,1.2603259094057847e-05,0.001,10941.75933954286,2.4313016345875475e-06,0.3233263358892674
0.0019813178127065447,200.0,2.598932160529218,0.0024400453886537455,0.001,1029.8621167344888,0.0009388645943558917,0.46894942309358184
0.007250617643903961,200.0,8.693202294532513,0.0054525297916587145,0.001,12606.217187752769,0.0006272176359093839,0.326552478111958
0.16138841546933885,200.0,2.6777776431784095,0.023084401029310395,0.001,86432.45816235682,0.00862073110817005,0.38233710047240155
0.005174181445080664,200.0,6.0429324963736715,0.006904022038495857,0.001,6253.445839322326,0.0011424953104538103,0.35931826937130557
0.0014713759344278105,200.0,3.6552843264698094,0.04436112687929514,0.001,1075.6594782917691,0.012136163131839899,0.4987812148055625
0.003001497354527966,200.0,5.118431140738643,0.00011849101399409449,0.001,3072.5915056521194,2.3149869703433187e-05,0.3876028481621904
0.08230663721425634,200.0,4.747180436772593,1.2439246084190134e-06,0.001,78144.89160001137,2.620344065254669e-07,0.25663327209055287
0.03974552406054052,200.0,7.792994934676067,0.339814599158512,0.001,61947.333535967606,0.043605135382092625,0.5196044342154097
0.008217730313242466,200.0,5.392521599215083,0.013476382363831405,0.001,8862.857642136905,0.0024990873223007543,0.35841333030637706
0.001319368199471652,200.0,6.500067865623356,5.0727475535622196e-05,0.001,1715.1965672622061,7.80414552344946e-06,0.4258849177965895
0.004081452527165177,200.0,1.7610459917512338,1.2397440145606722e-05,0.001,1437.5251226974358,7.039816224946151e-06,0.438985401807048
0.11253328154459698,200.0,4.1045362679771955,9.169988280828499e-06,0.001,92379.38709085742,2.2341106722264798e-06,0.2523074049478039
0.00117387826412939,200.0,5.731375161408862,1.2684873060459801e-05,0.001,1345.5873451097875,2.213233770818391e-06,0.44407173789081467
0.004878371183292164,200.0,9.764762011684734,9.47632709085722e-06,0.001,9527.226721901765,9.704616538035062e-07,0.32928077166542014
0.008112131617874482,200.0,4.053670888884681,0.19012717457392928,0.001,6576.782357235755,0.04690246933841254,0.5368532766493952
0.053200116762536616,200.0,3.1861321520201953,1.0299349581143302e-06,0.001,33900.52050166929,3.2325556787131093e-07,0.2813725005281824
0.0009978062511906503,200.0,6.997657611557246,6.300356216915086e-06,0.001,1396.461301700731,9.003521702047118e-07,0.4411861991300946
0.030256107098429966,200.0,1.6410351880070468,9.290060811975729e-07,0.001,9930.267280126673,5.661097872775069e-07,0.3274647007119681
0.1435939435979781,200.0,1.8493807822339385,0.0012480397609228213,0.001,53111.97594705696,0.0006748419648955505,0.29016670834589453
0.010384452442402187,200.0,3.2102229337665937,0.0027517324018396256,0.001,6667.2814770416035,0.0008571779775465577,0.3540143923726921
0.01828427119773751,200.0,9.783961858391907,2.7172600887992463e-05,0.001,35778.5224014315,2.7772594866246295e-06,0.2797163252900178
