u,rho,D,k_s,mu,Re,relative_roughness,Cf
0.001244550199334,200.0,8.655841438063689,8.196089875906316e-06,0.001,2154.525837429171,9.468853992477684e-07,0.4100023108625485
0.0783070040548399,200.0,1.988889945630095,1.4683274381750754e-05,0.001,31148.802607417252,7.3826480012190844e-06,0.2843489494243654
0.0040053477464137,200.0,1.584868520406503,0.0027208288249671,0.001,1269.5899113144658,0.0017167536549147,0.4547952628545605
0.0006764236217387,200.0,8.218686458823822,0.0614516863202892,0.001,1111.862732082555,0.0074770690703637,0.4831504846495637
0.031896467668437,200.0,4.503228369183641,1.0549547445765833e-07,0.001,28727.415616250888,2.3426632142305248e-08,0.2868291450387558
0.0015552619956734,200.0,8.1800191006539,0.0014611437342814,0.001,2544.4145662259675,0.0001786235113026,0.4001113646455399
0.0237932982802352,200.0,7.563716784231032,1.751940263900797e-07,0.001,35993.15391088619,2.316242548310736e-08,0.2794352568812281
0.0014644053160235,200.0,3.418162237882219,6.545025087973438e-05,0.001,1001.1149904371442,1.9147789462528612e-05,0.4684289298567599
0.011338755131778,200.0,5.171531507605251,0.0060671842890417,0.001,11727.745884202152,0.0011731890795056,0.3359633967625686
0.0098426943887764,200.0,5.370539229047098,1.75562324941611e-07,0.001,10572.115266889185,3.2689887822076535e-08,0.3247562663835244
0.0253423441121951,200.0,8.086576410758896,5.490025566625464e-07,0.001,40986.56041820239,6.789060398070541e-08,0.2753425070073342
0.0380913225540343,200.0,3.5573219295138405,1.9696540212343765e-07,0.001,27100.61940913032,5.536901242737842e-08,0.2888038170478196
0.0011814578500284,200.0,5.6358023634128624,8.812770907111612e-05,0.001,1331.6925886925544,1.5637118441773885e-05,0.4449341566534738
0.0034046033486998,200.0,1.9612493922830505,0.0085086723972174,0.001,1335.455249720476,0.0043383938986528,0.4601863880686407
0.1385781204224844,200.0,3.4988113488196553,3.408016499406726e-05,0.001,96971.74008645704,9.740498013865312e-06,0.2515522321108198
0.0009422885114303,200.0,8.705212930271758,0.0272212803077122,0.001,1640.5644267499704,0.0031270091295587,0.4417573027487311
0.0602125608240612,200.0,4.978510252239526,0.0060776883978235,0.001,59953.770275236966,0.0012207845499744,0.3015165819102797
0.0019878206770737,200.0,7.662887518024527,1.267555384041162e-06,0.001,3046.489250883899,1.65414849305779e-07,0.3879743291995521
0.1225842749431866,200.0,2.0027068664912298,0.1493492144340942,0.001,49100.073830513735,0.0745736767237215,0.5907514440070786
0.0293386335985322,200.0,6.463497561313924,0.6631428879529084,0.001,37926.03734327912,0.1025981493242959,0.6432997955729156
0.0639978727460028,200.0,2.478932532298644,0.0075794586593707,0.001,31729.281749595033,0.003057549392981,0.3379304483199375
0.0205701252888648,200.0,7.575043656563642,0.2098874407565079,0.001,31163.91941682705,0.0277077532846486,0.4734330187062635
0.0013537477394894,200.0,5.114034994850026,8.733838533872144e-06,0.001,1384.622662789602,1.7078175144807105e-06,0.441846976030411
0.0074053584754859,200.0,6.574203546201206,8.85551838864898e-05,0.001,9736.86679008615,1.3470100714733716e-05,0.3284910273742978
0.0042131050014114,200.0,2.292845013808162,7.560651339233149e-05,0.001,1931.9993590272736,3.297497778393553e-05,0.4175862481269372
0.0037806110602626,200.0,7.969480927650714,0.0018565175557812,0.001,6025.901547925664,0.0002329533846225,0.3528527825676192
0.0118675536458989,200.0,3.757064623359258,1.3433006081050012e-06,0.001,8917.433193765031,3.575399261841635e-07,0.332204301859167
0.0362669984631559,200.0,7.452627575161262,2.167696665910939e-07,0.001,54056.88656296937,2.9086340945515895e-08,0.2669955800357028
