u,rho,D,k_s,mu,Re,relative_roughness,Cf
0.02628835544857607,200.0,3.241399013824962,0.040756433951639526,0.001,17042.20988521891,0.01257371702089387,0.4142728155016403
0.016812270410902923,200.0,4.1859711320562205,3.0188384764517464e-06,0.001,14075.135720872524,7.211799559087837e-07,0.3129541289811149
0.008723769279907376,200.0,6.271233791535482,0.00015518110894170335,0.001,10941.75933954286,2.47449089126859e-05,0.3236424504278426
0.0009296426794522318,200.0,5.539021279344171,1.0973487541229251e-06,0.001,1029.8621167344888,1.9811239184350144e-07,0.46593248417557
0.012300660131354158,200.0,5.1242035196223945,0.08905703491719347,0.001,12606.217187752769,0.017379683413463666,0.4393883380003854
0.0828205244113994,200.0,5.21805788943183,1.1977687587120751e-06,0.001,86432.45816235682,2.2954301851229454e-07,0.25392979962337464
0.003871303587466465,200.0,8.076666810074212,0.0009945136481608482,0.001,6253.445839322326,0.00012313416803580018,0.3500246492393549
0.0009006263726508299,200.0,5.971729848004347,8.508064487947289e-06,0.001,1075.6594782917691,1.4247236068106033e-06,0.4622395628641637
0.003281910358826757,200.0,4.681102116924567,0.00010253057049109379,0.001,3072.5915056521194,2.190308348976058e-05,0.38759513720498234
0.3022435390785184,200.0,1.2927470978909903,1.4154458488968744e-05,0.001,78144.89160001137,1.0949131900632823e-05,0.2572452862575167
0.04091657077523289,200.0,7.569956665755674,0.02448877509211419,0.001,61947.333535967606,0.0032349954132359074,0.3340311695030443
0.005439600391590584,200.0,8.146607291078356,0.0002977144103842495,0.001,8862.857642136905,3.6544588409249494e-05,0.33292335291388175
0.001006132911286988,200.0,8.523707693192465,0.0024648738962859966,0.001,1715.1965672622061,0.000289178604547243,0.4271018161059035
0.0007678928499369211,200.0,9.360193435943062,3.877731047096557e-07,0.001,1437.5251226974358,4.1427894344641465e-08,0.43895798793059526
0.13771173631132605,200.0,3.354085481937959,1.1058544976427035e-05,0.001,92379.38709085742,3.297037310461602e-06,0.2523765764857285
0.0031606880020746205,200.0,2.128630450437638,0.00014647760648623892,0.001,1345.5873451097875,6.881307483697966e-05,0.4443226572863248
0.0069789873558107635,200.0,6.825651227157846,0.8776875685781146,0.001,9527.226721901765,0.12858664167984124,0.6891108069070617
0.0058442565187620515,200.0,5.62670575472008,1.687021402095121e-05,0.001,6576.782357235755,2.9982399571541976e-06,0.34640095971911306
0.10200782427562761,200.0,1.6616627568719269,9.85686855058938e-07,0.001,33900.52050166929,5.931930838448166e-07,0.2813809656075314
0.0019450937579132215,200.0,3.5897017714943305,0.0026292089303961395,0.001,1396.461301700731,0.0007324310201127503,0.4439793747231251
0.013288634646362313,200.0,3.7363760628504545,1.2370901378913584e-07,0.001,9930.267280126673,3.310935829482836e-08,0.32745761151977104
0.029212956136790823,200.0,9.090482951872113,4.4414946847833607e-07,0.001,53111.97594705696,4.885873180003786e-08,0.2675134249296317
0.006149798740928994,200.0,5.420731440094605,3.36352198821778e-06,0.001,6667.2814770416035,6.204922758835435e-07,0.3457159654104065
0.0457975942872981,200.0,3.9061574039222653,0.5206175483655313,0.001,35778.5224014315,0.13328125175979005,0.6937668264499138
0.010130871269564298,200.0,6.063759024338228,0.00029507363513714657,0.001,12286.232417045878,4.866183401299486e-05,0.3191916698485201
0.0016017376826135666,200.0,7.396011378814922,0.00012343218515182292,0.001,2369.2940252973167,1.6689020450317467e-05,0.4038093223917608
0.017780674910117675,200.0,9.896827688063931,0.6444189667405691,0.001,35194.45515258325,0.06511368966419114,0.571461940906995
0.004231448491215792,200.0,3.7642110372861883,2.5006744498172784e-06,0.001,3185.6130228684947,6.643289722725381e-07,0.385303028879418
0.050819659901382,200.0,1.6022241301778832,0.006095448937608911,0.001,16284.897076285524,0.0038043672060613506,0.3557378171741719
0.0036782941288523254,200.0,4.935918061703085,1.6090529891934253e-07,0.001,3631.1516853717217,3.2598859403234075e-08,0.3776593215801906
0.129549569273012,200.0,3.810041693620319,0.135249930931083,0.001,98717.8520641459,0.03549828107066406,0.49634213812245626
0.0036946229642113785,200.0,5.824527168467195,2.4685621499397416e-07,0.001,4303.886366458394,4.2382189635993715e-08,0.3681647110379665
0.007068540036272178,200.0,2.9676405427685517,0.00033222623114948847,0.001,4195.377197964801,0.00011194962003031208,0.3704017635799004
0.025044457425343197,200.0,1.7839340056812445,1.6181389187844505e-06,0.001,8935.531850981177,9.070620962609653e-07,0.33212050245523295
0.01689696780235436,200.0,1.657479622785504,2.3049577418310274e-08,0.001,5601.2759638530215,1.3906401684488848e-08,0.35432320629109326
0.018564777477270845,200.0,6.019278806490716,0.0015474094809564743,0.001,22349.314323230512,0.0002570755618244282,0.3012140576354648
0.02390812746573819,200.0,2.9239126742353423,2.946008036398497e-08,0.001,13981.055382861196,1.0075567790918834e-08,0.3132094370156475
0.016530682292997055,200.0,2.0596402813964385,0.018513959830326096,0.001,6809.451825924716,0.008988928793805494,0.4088593279276541
0.004915839132380504,200.0,2.245463812958028,0.30444547342413436,0.001,2207.6677764166825,0.135582444779227,0.7116563812389571
0.004271437360519868,200.0,2.2879955685750497,0.0001533774347937041,0.001,1954.6059504630728,6.703572196567963e-05,0.4169412868564274
0.002438579604235416,200.0,6.968266935834825,2.747768832173956e-06,0.001,3398.534725318964,3.9432600063630646e-07,0.38148871620286023
0.06918619111962958,200.0,6.089399774708389,0.0030328982333129384,0.001,84260.47532336078,0.0004980619347591083,0.27731597951463466
0.007267304229042143,200.0,6.381199147985453,5.8795374713473705e-05,0.001,9274.82311090296,9.213844192910893e-06,0.33056914016279715
0.012027247086743137,200.0,3.4544875658649103,1.7410529336668572e-06,0.001,8309.595102547826,5.039974527252191e-07,0.3353909441668526
0.05576007952133882,200.0,1.7456222253477338,2.6521183604125823e-08,0.001,19467.206819921215,1.5192968569612887e-08,0.300522774431836
0.003913570382745635,200.0,7.319399418023025,3.5097188633127806e-07,0.001,5728.996956372109,4.7950913222068136e-08,0.35318559426557705
0.020933171716022592,200.0,4.573742760826022,5.338930992653277e-06,0.001,19148.588519457273,1.1673002334939059e-06,0.30115566754186557
0.24602213079801485,200.0,1.8926185294936206,2.659015095782573e-08,0.001,93125.20868276522,1.4049397986682533e-08,0.25195217319066293
0.03169124074088358,200.0,1.8342089234262984,1.814780064054878e-07,0.001,11625.671312275943,9.89407499263973e-08,0.32074138981574546
0.0027408644564585814,200.0,9.422279927595843,0.0019100947388052628,0.001,5165.0384304701165,0.00020272107743381766,0.3602053141890385
0.017657223716142298,200.0,3.117638681298871,0.22953807153752834,0.001,11009.768732358605,0.07362561701405955,0.5922659162891968
0.04242042407479152,200.0,1.2076374009328439,5.9637150478940444e-05,0.001,10245.698135230054,4.9383325187571625e-05,0.3267708113072058
0.0033506586311384283,200.0,5.72563003877191,0.009867923157874478,0.001,3836.926341623311,0.001723465031979441,0.386123427873784
0.0012718928076276748,200.0,9.452235640490619,9.313593855211928e-05,0.001,2404.446105428397,9.853323816130028e-06,0.4028174567629891
0.013909737270553927,200.0,9.567000698531317,0.27487829235468125,0.001,26614.893236755302,0.028731919335688912,0.47736534469173647
0.014459080750181041,200.0,3.4102719970523,0.002341329226397468,0.001,9861.879637092075,0.0006865520487577581,0.33632147075864777
0.0020466581740207104,200.0,7.9245280482654765,1.5193655207820078e-06,0.001,3243.760021047785,1.917294647110962e-07,0.38422675278703317
0.022549947524151133,200.0,7.5572068320322,0.0006049223829135749,0.001,34082.923498296506,8.00457624567761e-05,0.28364676847252934
0.037021293883055875,200.0,9.221449601032717,0.0995102111925846,0.001,68277.99914152411,0.010791167928894865,0.3971250244303392
0.042657928838261146,200.0,1.7234028955420122,0.0007906795648936525,0.001,14703.359615536872,0.0004587897391485947,0.31873273811389785
0.0006777085476887145,200.0,9.648108740585101,4.224721748044901e-06,0.001,1307.7211525049443,4.378808180585138e-07,0.446305321627018
0.01474209139013422,200.0,4.258735504088267,3.69171947297375e-05,0.001,12556.533601535712,8.668581247719664e-06,0.31768876559418086
0.012209126789443919,200.0,8.017826575559496,0.03599604408689427,0.001,19578.132247355767,0.004489501456245006,0.35908956217800914
0.02192067921671874,200.0,9.599769001681869,0.37129948428752996,0.001,42086.69136809371,0.038677960294927795,0.5066289007102381
0.00136209612585252,200.0,7.310876894580225,1.6124639970403097e-07,0.001,1991.6234189384852,2.2055685252143667e-08,0.4153338674572127
